date,Occurence_in_News,Occurence_in_Google,Occurence_in_Google_normalized
2022-01-11,4,39,0.39
2022-01-12,4,37,0.37
2022-01-13,2,32,0.32
2022-01-14,3,29,0.29
2022-01-15,1,31,0.31
2022-01-16,1,31,0.31
2022-01-17,3,38,0.38
2022-01-18,7,37,0.37
2022-01-19,4,43,0.43
2022-01-20,6,34,0.34
2022-01-21,4,31,0.31
2022-01-22,2,36,0.36
2022-01-23,2,35,0.35
2022-01-24,5,35,0.35
2022-01-25,5,37,0.37
2022-01-26,2,36,0.36
2022-01-27,3,35,0.35
2022-01-28,2,33,0.33
2022-01-29,2,30,0.3
2022-01-30,4,32,0.32
2022-01-31,5,40,0.4
2022-02-01,5,39,0.39
2022-02-02,3,35,0.35
2022-02-03,3,36,0.36
2022-02-04,2,33,0.33
2022-02-05,0,30,0.3
2022-02-06,0,36,0.36
2022-02-07,2,38,0.38
2022-02-08,1,30,0.3
2022-02-09,1,31,0.31
2022-02-10,0,36,0.36
2022-02-11,0,33,0.33
2022-02-12,3,29,0.29
2022-02-13,0,0,
2021-11-07,0,84,0.84
2021-11-08,0,59,0.59
2021-11-09,0,63,0.63
2021-11-10,0,64,0.64
2021-11-11,0,67,0.67
2021-11-12,0,82,0.82
2021-11-13,0,57,0.57
2021-11-14,0,63,0.63
2021-11-15,1,73,0.73
2021-11-16,0,71,0.71
2021-11-17,1,67,0.67
2021-11-18,1,83,0.83
2021-11-19,0,86,0.86
2021-11-20,5,37,0.37
2021-11-21,0,65,0.65
2021-11-22,1,91,0.91
2021-11-23,1,76,0.76
2021-11-24,1,93,0.93
2021-11-25,1,77,0.77
2021-11-26,1,61,0.61
2021-11-27,0,65,0.65
2021-11-28,1,81,0.81
2021-11-29,0,59,0.59
2021-11-30,0,82,0.82
2021-12-01,0,74,0.74
2021-12-02,3,59,0.59
2021-12-03,0,99,0.99
2021-12-04,1,58,0.58
2021-12-05,0,85,0.85
2021-12-06,0,91,0.91
2021-12-07,2,77,0.77
2021-12-08,0,65,0.65
2021-12-09,0,94,0.94
2021-12-10,0,82,0.82
2021-12-11,0,100,1.0
2021-12-12,0,72,0.72
2021-12-13,0,73,0.73
2021-12-14,0,82,0.82
2021-12-15,0,88,0.88
2021-12-16,0,66,0.66
2021-12-17,0,57,0.57
2021-12-18,0,29,0.29
2021-12-19,0,51,0.51
2021-12-20,0,93,0.93
2021-12-21,0,85,0.85
2021-12-22,0,55,0.55
2021-12-23,2,49,0.49
2021-12-24,0,46,0.46
2021-12-25,1,50,0.5
2021-12-26,0,50,0.5
2021-12-27,1,46,0.46
2021-12-28,0,40,0.4
2021-12-29,2,44,0.44
2021-12-30,0,41,0.41
2021-12-31,1,40,0.4
2022-01-01,0,44,0.44
2022-01-02,1,78,0.78
2022-01-03,0,74,0.74
2022-01-04,0,75,0.75
2022-01-05,0,87,0.87
2022-01-06,0,63,0.63
2022-01-07,0,63,0.63
2022-01-08,0,57,0.57
2022-01-09,2,90,0.9
2022-01-10,2,48,0.48
2022-01-11,0,81,0.81
2022-01-12,1,73,0.73
2022-01-13,3,79,0.79
2022-01-14,3,67,0.67
2022-01-15,0,57,0.57
2022-01-16,2,54,0.54
2022-01-17,1,66,0.66
2022-01-18,2,56,0.56
2022-01-19,3,63,0.63
2022-01-20,0,59,0.59
2022-01-21,1,45,0.45
2022-01-22,0,57,0.57
2022-01-23,1,73,0.73
2022-01-24,0,64,0.64
2022-01-25,2,59,0.59
2022-01-26,0,62,0.62
2022-01-27,1,64,0.64
2022-01-28,2,71,0.71
2022-01-29,1,55,0.55
2022-01-30,2,60,0.6
2022-01-31,1,71,0.71
2022-02-01,3,85,0.85
2022-02-02,1,71,0.71
2022-02-03,3,65,0.65
2022-02-04,1,63,0.63
2022-02-05,1,52,0.52
2022-02-06,0,41,0.41
2022-02-07,3,57,0.57
2022-02-08,0,69,0.69
2022-02-09,0,54,0.54
2022-02-10,0,45,0.45
2022-02-11,0,34,0.34
2022-02-12,3,38,0.38
2022-02-13,0,0,
2021-11-07,0,69,0.69
2021-11-08,0,68,0.68
2021-11-09,2,69,0.69
2021-11-10,0,73,0.73
2021-11-11,0,66,0.66
2021-11-12,2,60,0.6
2021-11-13,0,64,0.64
2021-11-14,1,71,0.71
2021-11-15,2,66,0.66
2021-11-16,4,69,0.69
2021-11-17,1,63,0.63
2021-11-18,5,61,0.61
2021-11-19,0,61,0.61
2021-11-20,0,67,0.67
2021-11-21,0,71,0.71
2021-11-22,3,73,0.73
2021-11-23,2,71,0.71
2021-11-24,0,66,0.66
2021-11-25,1,71,0.71
2021-11-26,2,66,0.66
2021-11-27,3,69,0.69
2021-11-28,0,65,0.65
2021-11-29,3,52,0.52
2021-11-30,0,65,0.65
2021-12-01,1,63,0.63
2021-12-02,2,66,0.66
2021-12-03,4,57,0.57
2021-12-04,1,88,0.88
2021-12-05,0,84,0.84
2021-12-06,0,60,0.6
2021-12-07,0,63,0.63
2021-12-08,2,68,0.68
2021-12-09,1,68,0.68
2021-12-10,1,74,0.74
2021-12-11,1,67,0.67
2021-12-12,1,61,0.61
2021-12-13,1,73,0.73
2021-12-14,0,60,0.6
2021-12-15,0,64,0.64
2021-12-16,1,66,0.66
2021-12-17,0,63,0.63
2021-12-18,0,68,0.68
2021-12-19,1,65,0.65
2021-12-20,2,61,0.61
2021-12-21,0,62,0.62
2021-12-22,0,61,0.61
2021-12-23,0,60,0.6
2021-12-24,1,53,0.53
2021-12-25,0,71,0.71
2021-12-26,4,81,0.81
2021-12-27,0,57,0.57
2021-12-28,2,72,0.72
2021-12-29,1,81,0.81
2021-12-30,2,72,0.72
2021-12-31,2,79,0.79
2022-01-01,1,73,0.73
2022-01-02,0,62,0.62
2022-01-03,0,65,0.65
2022-01-04,0,73,0.73
2022-01-05,2,100,1.0
2022-01-06,0,67,0.67
2022-01-07,3,80,0.8
2022-01-08,1,86,0.86
2022-01-09,2,75,0.75
2022-01-10,0,67,0.67
2022-01-11,5,66,0.66
2022-01-12,3,65,0.65
2022-01-13,2,71,0.71
2022-01-14,4,67,0.67
2022-01-15,0,70,0.7
2022-01-16,0,72,0.72
2022-01-17,3,77,0.77
2022-01-18,3,66,0.66
2022-01-19,1,71,0.71
2022-01-20,3,69,0.69
2022-01-21,2,72,0.72
2022-01-22,0,80,0.8
2022-01-23,1,67,0.67
2022-01-24,6,68,0.68
2022-01-25,1,67,0.67
2022-01-26,1,72,0.72
2022-01-27,5,59,0.59
2022-01-28,0,65,0.65
2022-01-29,0,73,0.73
2022-01-30,1,74,0.74
2022-01-31,3,76,0.76
2022-02-01,4,68,0.68
2022-02-02,1,75,0.75
2022-02-03,1,73,0.73
2022-02-04,0,72,0.72
2022-02-05,0,79,0.79
2022-02-06,0,84,0.84
2022-02-07,2,73,0.73
2022-02-08,0,74,0.74
2022-02-09,0,69,0.69
2022-02-10,0,69,0.69
2022-02-11,0,74,0.74
2022-02-12,0,92,0.92
2022-02-13,0,0,
2021-11-07,0,78,0.78
2021-11-08,0,64,0.64
2021-11-09,3,66,0.66
2021-11-10,0,69,0.69
2021-11-11,1,71,0.71
2021-11-12,0,69,0.69
2021-11-13,2,79,0.79
2021-11-14,3,86,0.86
2021-11-15,1,73,0.73
2021-11-16,0,66,0.66
2021-11-17,1,77,0.77
2021-11-18,0,81,0.81
2021-11-19,0,67,0.67
2021-11-20,0,79,0.79
2021-11-21,0,86,0.86
2021-11-22,2,75,0.75
2021-11-23,3,82,0.82
2021-11-24,2,80,0.8
2021-11-25,5,95,0.95
2021-11-26,1,98,0.98
2021-11-27,2,100,1.0
2021-11-28,0,97,0.97
2021-11-29,0,83,0.83
2021-11-30,1,90,0.9
2021-12-01,3,77,0.77
2021-12-02,1,86,0.86
2021-12-03,0,73,0.73
2021-12-04,2,89,0.89
2021-12-05,2,98,0.98
2021-12-06,1,87,0.87
2021-12-07,3,95,0.95
2021-12-08,3,85,0.85
2021-12-09,1,76,0.76
2021-12-10,1,80,0.8
2021-12-11,2,87,0.87
2021-12-12,3,84,0.84
2021-12-13,0,72,0.72
2021-12-14,1,72,0.72
2021-12-15,0,78,0.78
2021-12-16,2,74,0.74
2021-12-17,0,68,0.68
2021-12-18,0,81,0.81
2021-12-19,2,83,0.83
2021-12-20,1,74,0.74
2021-12-21,1,66,0.66
2021-12-22,1,64,0.64
2021-12-23,1,60,0.6
2021-12-24,2,68,0.68
2021-12-25,3,85,0.85
2021-12-26,0,94,0.94
2021-12-27,2,86,0.86
2021-12-28,5,80,0.8
2021-12-29,4,80,0.8
2021-12-30,4,72,0.72
2021-12-31,1,75,0.75
2022-01-01,1,75,0.75
2022-01-02,0,90,0.9
2022-01-03,0,72,0.72
2022-01-04,0,60,0.6
2022-01-05,2,68,0.68
2022-01-06,1,76,0.76
2022-01-07,1,72,0.72
2022-01-08,1,75,0.75
2022-01-09,10,83,0.83
2022-01-10,6,71,0.71
2022-01-11,1,58,0.58
2022-01-12,2,69,0.69
2022-01-13,0,64,0.64
2022-01-14,2,68,0.68
2022-01-15,0,81,0.81
2022-01-16,0,75,0.75
2022-01-17,5,66,0.66
2022-01-18,7,66,0.66
2022-01-19,3,65,0.65
2022-01-20,1,59,0.59
2022-01-21,7,70,0.7
2022-01-22,2,72,0.72
2022-01-23,3,77,0.77
2022-01-24,2,62,0.62
2022-01-25,7,70,0.7
2022-01-26,5,68,0.68
2022-01-27,2,58,0.58
2022-01-28,2,57,0.57
2022-01-29,2,76,0.76
2022-01-30,2,71,0.71
2022-01-31,4,65,0.65
2022-02-01,6,66,0.66
2022-02-02,4,68,0.68
2022-02-03,9,67,0.67
2022-02-04,2,78,0.78
2022-02-05,0,75,0.75
2022-02-06,0,82,0.82
2022-02-07,1,67,0.67
2022-02-08,0,59,0.59
2022-02-09,0,64,0.64
2022-02-10,0,69,0.69
2022-02-11,0,71,0.71
2022-02-12,0,77,0.77
2022-02-13,1,0,
2021-11-07,0,49,0.49
2021-11-08,0,43,0.43
2021-11-09,0,48,0.48
2021-11-10,0,27,0.27
2021-11-11,0,77,0.77
2021-11-12,0,55,0.55
2021-11-13,0,49,0.49
2021-11-14,1,61,0.61
2021-11-15,0,49,0.49
2021-11-16,2,49,0.49
2021-11-17,0,74,0.74
2021-11-18,0,59,0.59
2021-11-19,0,22,0.22
2021-11-20,0,18,0.18
2021-11-21,1,30,0.3
2021-11-22,1,53,0.53
2021-11-23,0,63,0.63
2021-11-24,2,74,0.74
2021-11-25,0,36,0.36
2021-11-26,0,27,0.27
2021-11-27,1,24,0.24
2021-11-28,0,53,0.53
2021-11-29,0,52,0.52
2021-11-30,0,36,0.36
2021-12-01,1,46,0.46
2021-12-02,2,69,0.69
2021-12-03,0,70,0.7
2021-12-04,1,52,0.52
2021-12-05,0,42,0.42
2021-12-06,0,42,0.42
2021-12-07,0,37,0.37
2021-12-08,0,60,0.6
2021-12-09,0,49,0.49
2021-12-10,0,63,0.63
2021-12-11,0,6,0.06
2021-12-12,3,55,0.55
2021-12-13,0,54,0.54
2021-12-14,0,76,0.76
2021-12-15,0,38,0.38
2021-12-16,0,22,0.22
2021-12-17,0,12,0.12
2021-12-18,0,39,0.39
2021-12-19,0,58,0.58
2021-12-20,0,23,0.23
2021-12-21,0,40,0.4
2021-12-22,0,34,0.34
2021-12-23,0,78,0.78
2021-12-24,0,60,0.6
2021-12-25,2,36,0.36
2021-12-26,0,40,0.4
2021-12-27,1,52,0.52
2021-12-28,1,58,0.58
2021-12-29,0,41,0.41
2021-12-30,0,24,0.24
2021-12-31,0,51,0.51
2022-01-01,2,100,1.0
2022-01-02,0,44,0.44
2022-01-03,0,56,0.56
2022-01-04,0,50,0.5
2022-01-05,0,28,0.28
2022-01-06,0,33,0.33
2022-01-07,0,51,0.51
2022-01-08,0,31,0.31
2022-01-09,0,43,0.43
2022-01-10,0,37,0.37
2022-01-11,1,48,0.48
2022-01-12,2,69,0.69
2022-01-13,0,60,0.6
2022-01-14,1,40,0.4
2022-01-15,0,24,0.24
2022-01-16,2,25,0.25
2022-01-17,0,60,0.6
2022-01-18,2,32,0.32
2022-01-19,3,75,0.75
2022-01-20,1,26,0.26
2022-01-21,2,46,0.46
2022-01-22,0,45,0.45
2022-01-23,1,12,0.12
2022-01-24,0,74,0.74
2022-01-25,0,90,0.9
2022-01-26,0,95,0.95
2022-01-27,1,50,0.5
2022-01-28,4,74,0.74
2022-01-29,0,64,0.64
2022-01-30,0,19,0.19
2022-01-31,0,46,0.46
2022-02-01,2,28,0.28
2022-02-02,2,28,0.28
2022-02-03,1,22,0.22
2022-02-04,2,47,0.47
2022-02-05,1,57,0.57
2022-02-06,0,63,0.63
2022-02-07,1,45,0.45
2022-02-08,0,39,0.39
2022-02-09,0,28,0.28
2022-02-10,0,40,0.4
2022-02-11,0,69,0.69
2022-02-12,0,51,0.51
2022-02-13,0,0,
2021-11-07,0,87,0.87
2021-11-08,0,70,0.7
2021-11-09,0,83,0.83
2021-11-10,0,74,0.74
2021-11-11,1,79,0.79
2021-11-12,0,78,0.78
2021-11-13,0,75,0.75
2021-11-14,0,92,0.92
2021-11-15,2,86,0.86
2021-11-16,0,73,0.73
2021-11-17,0,81,0.81
2021-11-18,1,72,0.72
2021-11-19,1,71,0.71
2021-11-20,2,97,0.97
2021-11-21,2,90,0.9
2021-11-22,0,80,0.8
2021-11-23,1,86,0.86
2021-11-24,0,77,0.77
2021-11-25,2,74,0.74
2021-11-26,1,80,0.8
2021-11-27,0,95,0.95
2021-11-28,1,98,0.98
2021-11-29,3,87,0.87
2021-11-30,0,82,0.82
2021-12-01,0,80,0.8
2021-12-02,0,79,0.79
2021-12-03,0,84,0.84
2021-12-04,1,97,0.97
2021-12-05,1,98,0.98
2021-12-06,0,80,0.8
2021-12-07,2,86,0.86
2021-12-08,1,84,0.84
2021-12-09,1,81,0.81
2021-12-10,0,74,0.74
2021-12-11,1,81,0.81
2021-12-12,0,90,0.9
2021-12-13,2,71,0.71
2021-12-14,0,72,0.72
2021-12-15,0,69,0.69
2021-12-16,1,76,0.76
2021-12-17,0,81,0.81
2021-12-18,0,85,0.85
2021-12-19,0,82,0.82
2021-12-20,0,75,0.75
2021-12-21,3,67,0.67
2021-12-22,0,69,0.69
2021-12-23,1,68,0.68
2021-12-24,0,65,0.65
2021-12-25,1,80,0.8
2021-12-26,2,86,0.86
2021-12-27,4,84,0.84
2021-12-28,4,75,0.75
2021-12-29,3,86,0.86
2021-12-30,1,78,0.78
2021-12-31,1,72,0.72
2022-01-01,2,82,0.82
2022-01-02,2,100,1.0
2022-01-03,0,82,0.82
2022-01-04,1,81,0.81
2022-01-05,0,77,0.77
2022-01-06,1,78,0.78
2022-01-07,0,77,0.77
2022-01-08,0,84,0.84
2022-01-09,1,91,0.91
2022-01-10,2,76,0.76
2022-01-11,1,81,0.81
2022-01-12,1,79,0.79
2022-01-13,5,80,0.8
2022-01-14,0,84,0.84
2022-01-15,1,84,0.84
2022-01-16,2,89,0.89
2022-01-17,4,78,0.78
2022-01-18,2,71,0.71
2022-01-19,5,77,0.77
2022-01-20,2,73,0.73
2022-01-21,3,69,0.69
2022-01-22,0,86,0.86
2022-01-23,2,84,0.84
2022-01-24,0,77,0.77
2022-01-25,2,78,0.78
2022-01-26,1,73,0.73
2022-01-27,1,77,0.77
2022-01-28,0,72,0.72
2022-01-29,0,90,0.9
2022-01-30,0,88,0.88
2022-01-31,4,97,0.97
2022-02-01,0,75,0.75
2022-02-02,2,71,0.71
2022-02-03,3,71,0.71
2022-02-04,0,76,0.76
2022-02-05,0,79,0.79
2022-02-06,0,84,0.84
2022-02-07,3,82,0.82
2022-02-08,3,78,0.78
2022-02-09,0,76,0.76
2022-02-10,1,69,0.69
2022-02-11,0,77,0.77
2022-02-12,1,81,0.81
2022-02-13,1,0,
2021-11-07,0,84,0.84
2021-11-08,2,82,0.82
2021-11-09,0,78,0.78
2021-11-10,0,75,0.75
2021-11-11,0,77,0.77
2021-11-12,0,75,0.75
2021-11-13,0,79,0.79
2021-11-14,0,92,0.92
2021-11-15,1,100,1.0
2021-11-16,1,76,0.76
2021-11-17,0,81,0.81
2021-11-18,1,80,0.8
2021-11-19,2,83,0.83
2021-11-20,0,67,0.67
2021-11-21,0,77,0.77
2021-11-22,0,86,0.86
2021-11-23,0,78,0.78
2021-11-24,1,77,0.77
2021-11-25,0,90,0.9
2021-11-26,1,63,0.63
2021-11-27,0,57,0.57
2021-11-28,1,72,0.72
2021-11-29,0,71,0.71
2021-11-30,1,53,0.53
2021-12-01,2,78,0.78
2021-12-02,0,68,0.68
2021-12-03,0,76,0.76
2021-12-04,0,57,0.57
2021-12-05,0,73,0.73
2021-12-06,0,68,0.68
2021-12-07,0,72,0.72
2021-12-08,0,73,0.73
2021-12-09,1,68,0.68
2021-12-10,0,71,0.71
2021-12-11,1,61,0.61
2021-12-12,1,63,0.63
2021-12-13,0,64,0.64
2021-12-14,0,67,0.67
2021-12-15,0,71,0.71
2021-12-16,1,70,0.7
2021-12-17,2,51,0.51
2021-12-18,0,46,0.46
2021-12-19,1,56,0.56
2021-12-20,2,74,0.74
2021-12-21,2,64,0.64
2021-12-22,4,55,0.55
2021-12-23,3,58,0.58
2021-12-24,0,45,0.45
2021-12-25,0,42,0.42
2021-12-26,1,58,0.58
2021-12-27,2,53,0.53
2021-12-28,0,63,0.63
2021-12-29,2,60,0.6
2021-12-30,1,64,0.64
2021-12-31,0,41,0.41
2022-01-01,0,53,0.53
2022-01-02,0,61,0.61
2022-01-03,0,75,0.75
2022-01-04,1,74,0.74
2022-01-05,0,77,0.77
2022-01-06,0,62,0.62
2022-01-07,0,67,0.67
2022-01-08,0,69,0.69
2022-01-09,4,69,0.69
2022-01-10,0,76,0.76
2022-01-11,2,70,0.7
2022-01-12,2,69,0.69
2022-01-13,0,76,0.76
2022-01-14,2,57,0.57
2022-01-15,0,65,0.65
2022-01-16,2,72,0.72
2022-01-17,1,77,0.77
2022-01-18,2,61,0.61
2022-01-19,5,66,0.66
2022-01-20,2,65,0.65
2022-01-21,2,69,0.69
2022-01-22,1,45,0.45
2022-01-23,3,74,0.74
2022-01-24,3,82,0.82
2022-01-25,3,62,0.62
2022-01-26,0,53,0.53
2022-01-27,0,70,0.7
2022-01-28,3,65,0.65
2022-01-29,2,58,0.58
2022-01-30,1,72,0.72
2022-01-31,5,75,0.75
2022-02-01,1,64,0.64
2022-02-02,1,63,0.63
2022-02-03,4,67,0.67
2022-02-04,1,62,0.62
2022-02-05,0,63,0.63
2022-02-06,0,55,0.55
2022-02-07,0,73,0.73
2022-02-08,0,57,0.57
2022-02-09,0,67,0.67
2022-02-10,0,65,0.65
2022-02-11,2,62,0.62
2022-02-12,1,51,0.51
2022-02-13,1,0,
2021-11-07,0,64,0.64
2021-11-08,0,60,0.6
2021-11-09,0,57,0.57
2021-11-10,0,58,0.58
2021-11-11,2,55,0.55
2021-11-12,1,60,0.6
2021-11-13,0,48,0.48
2021-11-14,0,55,0.55
2021-11-15,0,50,0.5
2021-11-16,0,49,0.49
2021-11-17,0,51,0.51
2021-11-18,0,52,0.52
2021-11-19,0,49,0.49
2021-11-20,0,52,0.52
2021-11-21,0,52,0.52
2021-11-22,0,51,0.51
2021-11-23,0,47,0.47
2021-11-24,1,58,0.58
2021-11-25,0,54,0.54
2021-11-26,0,49,0.49
2021-11-27,0,53,0.53
2021-11-28,0,48,0.48
2021-11-29,1,48,0.48
2021-11-30,0,53,0.53
2021-12-01,1,59,0.59
2021-12-02,0,60,0.6
2021-12-03,1,55,0.55
2021-12-04,0,48,0.48
2021-12-05,0,51,0.51
2021-12-06,0,59,0.59
2021-12-07,0,56,0.56
2021-12-08,0,52,0.52
2021-12-09,0,51,0.51
2021-12-10,1,59,0.59
2021-12-11,0,53,0.53
2021-12-12,1,59,0.59
2021-12-13,0,52,0.52
2021-12-14,1,60,0.6
2021-12-15,2,57,0.57
2021-12-16,0,52,0.52
2021-12-17,1,54,0.54
2021-12-18,0,58,0.58
2021-12-19,0,59,0.59
2021-12-20,2,58,0.58
2021-12-21,3,62,0.62
2021-12-22,0,57,0.57
2021-12-23,3,58,0.58
2021-12-24,0,64,0.64
2021-12-25,1,62,0.62
2021-12-26,1,58,0.58
2021-12-27,1,52,0.52
2021-12-28,0,55,0.55
2021-12-29,0,58,0.58
2021-12-30,1,57,0.57
2021-12-31,0,57,0.57
2022-01-01,0,58,0.58
2022-01-02,0,54,0.54
2022-01-03,2,57,0.57
2022-01-04,1,62,0.62
2022-01-05,1,68,0.68
2022-01-06,3,81,0.81
2022-01-07,1,73,0.73
2022-01-08,0,61,0.61
2022-01-09,0,57,0.57
2022-01-10,2,55,0.55
2022-01-11,0,54,0.54
2022-01-12,0,60,0.6
2022-01-13,0,63,0.63
2022-01-14,0,61,0.61
2022-01-15,1,66,0.66
2022-01-16,1,100,1.0
2022-01-17,0,66,0.66
2022-01-18,0,56,0.56
2022-01-19,1,60,0.6
2022-01-20,7,70,0.7
2022-01-21,0,69,0.69
2022-01-22,1,61,0.61
2022-01-23,0,63,0.63
2022-01-24,2,54,0.54
2022-01-25,0,57,0.57
2022-01-26,0,59,0.59
2022-01-27,1,56,0.56
2022-01-28,0,55,0.55
2022-01-29,0,65,0.65
2022-01-30,2,82,0.82
2022-01-31,1,62,0.62
2022-02-01,3,63,0.63
2022-02-02,1,57,0.57
2022-02-03,0,57,0.57
2022-02-04,0,52,0.52
2022-02-05,2,59,0.59
2022-02-06,0,54,0.54
2022-02-07,0,54,0.54
2022-02-08,0,57,0.57
2022-02-09,0,50,0.5
2022-02-10,0,58,0.58
2022-02-11,0,60,0.6
2022-02-12,1,58,0.58
2022-02-13,0,0,
2021-11-07,0,38,0.38
2021-11-08,0,21,0.21
2021-11-09,0,18,0.18
2021-11-10,0,21,0.21
2021-11-11,0,22,0.22
2021-11-12,0,30,0.3
2021-11-13,0,24,0.24
2021-11-14,1,21,0.21
2021-11-15,3,5,0.05
2021-11-16,3,19,0.19
2021-11-17,0,23,0.23
2021-11-18,0,16,0.16
2021-11-19,0,11,0.11
2021-11-20,0,3,0.03
2021-11-21,0,11,0.11
2021-11-22,0,20,0.2
2021-11-23,0,13,0.13
2021-11-24,1,13,0.13
2021-11-25,0,18,0.18
2021-11-26,0,5,0.05
2021-11-27,0,6,0.06
2021-11-28,0,17,0.17
2021-11-29,0,5,0.05
2021-11-30,0,12,0.12
2021-12-01,0,12,0.12
2021-12-02,0,8,0.08
2021-12-03,0,8,0.08
2021-12-04,0,11,0.11
2021-12-05,0,17,0.17
2021-12-06,1,13,0.13
2021-12-07,0,10,0.1
2021-12-08,0,10,0.1
2021-12-09,1,5,0.05
2021-12-10,0,11,0.11
2021-12-11,0,3,0.03
2021-12-12,0,3,0.03
2021-12-13,0,11,0.11
2021-12-14,0,13,0.13
2021-12-15,0,24,0.24
2021-12-16,0,13,0.13
2021-12-17,1,11,0.11
2021-12-18,0,0,0.0
2021-12-19,1,9,0.09
2021-12-20,1,3,0.03
2021-12-21,1,3,0.03
2021-12-22,0,19,0.19
2021-12-23,0,14,0.14
2021-12-24,0,13,0.13
2021-12-25,0,17,0.17
2021-12-26,0,16,0.16
2021-12-27,0,6,0.06
2021-12-28,0,11,0.11
2021-12-29,2,14,0.14
2021-12-30,5,9,0.09
2021-12-31,1,3,0.03
2022-01-01,0,13,0.13
2022-01-02,0,15,0.15
2022-01-03,1,8,0.08
2022-01-04,0,13,0.13
2022-01-05,0,19,0.19
2022-01-06,0,19,0.19
2022-01-07,0,11,0.11
2022-01-08,1,12,0.12
2022-01-09,1,9,0.09
2022-01-10,1,10,0.1
2022-01-11,1,5,0.05
2022-01-12,4,18,0.18
2022-01-13,0,16,0.16
2022-01-14,0,19,0.19
2022-01-15,0,6,0.06
2022-01-16,0,15,0.15
2022-01-17,3,19,0.19
2022-01-18,2,13,0.13
2022-01-19,0,0,0.0
2022-01-20,1,13,0.13
2022-01-21,0,8,0.08
2022-01-22,0,6,0.06
2022-01-23,1,3,0.03
2022-01-24,4,100,1.0
2022-01-25,1,85,0.85
2022-01-26,3,60,0.6
2022-01-27,1,24,0.24
2022-01-28,0,17,0.17
2022-01-29,2,25,0.25
2022-01-30,0,19,0.19
2022-01-31,2,88,0.88
2022-02-01,0,60,0.6
2022-02-02,0,32,0.32
2022-02-03,0,32,0.32
2022-02-04,1,17,0.17
2022-02-05,0,28,0.28
2022-02-06,0,18,0.18
2022-02-07,2,14,0.14
2022-02-08,1,8,0.08
2022-02-09,1,5,0.05
2022-02-10,0,19,0.19
2022-02-11,1,11,0.11
2022-02-12,0,9,0.09
2022-02-13,3,0,
2021-11-07,0,41,0.41
2021-11-08,1,44,0.44
2021-11-09,0,44,0.44
2021-11-10,1,42,0.42
2021-11-11,0,46,0.46
2021-11-12,3,42,0.42
2021-11-13,0,81,0.81
2021-11-14,0,61,0.61
2021-11-15,0,37,0.37
2021-11-16,0,100,1.0
2021-11-17,0,57,0.57
2021-11-18,3,41,0.41
2021-11-19,3,34,0.34
2021-11-20,0,36,0.36
2021-11-21,0,43,0.43
2021-11-22,0,42,0.42
2021-11-23,3,48,0.48
2021-11-24,0,47,0.47
2021-11-25,1,37,0.37
2021-11-26,5,46,0.46
2021-11-27,0,41,0.41
2021-11-28,1,45,0.45
2021-11-29,0,43,0.43
2021-11-30,0,40,0.4
2021-12-01,1,38,0.38
2021-12-02,1,37,0.37
2021-12-03,4,33,0.33
2021-12-04,0,33,0.33
2021-12-05,0,41,0.41
2021-12-06,0,37,0.37
2021-12-07,0,37,0.37
2021-12-08,0,29,0.29
2021-12-09,0,32,0.32
2021-12-10,0,31,0.31
2021-12-11,0,42,0.42
2021-12-12,0,44,0.44
2021-12-13,1,40,0.4
2021-12-14,3,41,0.41
2021-12-15,0,41,0.41
2021-12-16,1,43,0.43
2021-12-17,1,49,0.49
2021-12-18,0,45,0.45
2021-12-19,0,49,0.49
2021-12-20,0,54,0.54
2021-12-21,1,51,0.51
2021-12-22,0,43,0.43
2021-12-23,1,45,0.45
2021-12-24,0,35,0.35
2021-12-25,0,47,0.47
2021-12-26,0,39,0.39
2021-12-27,3,40,0.4
2021-12-28,0,38,0.38
2021-12-29,0,38,0.38
2021-12-30,4,47,0.47
2021-12-31,0,37,0.37
2022-01-01,1,45,0.45
2022-01-02,0,44,0.44
2022-01-03,0,42,0.42
2022-01-04,0,51,0.51
2022-01-05,0,46,0.46
2022-01-06,0,38,0.38
2022-01-07,0,40,0.4
2022-01-08,0,36,0.36
2022-01-09,0,47,0.47
2022-01-10,0,43,0.43
2022-01-11,2,39,0.39
2022-01-12,0,43,0.43
2022-01-13,1,38,0.38
2022-01-14,2,45,0.45
2022-01-15,0,37,0.37
2022-01-16,0,51,0.51
2022-01-17,4,50,0.5
2022-01-18,0,44,0.44
2022-01-19,0,44,0.44
2022-01-20,1,37,0.37
2022-01-21,0,40,0.4
2022-01-22,1,40,0.4
2022-01-23,1,49,0.49
2022-01-24,1,40,0.4
2022-01-25,4,45,0.45
2022-01-26,1,46,0.46
2022-01-27,0,44,0.44
2022-01-28,0,43,0.43
2022-01-29,0,47,0.47
2022-01-30,1,46,0.46
2022-01-31,0,41,0.41
2022-02-01,0,46,0.46
2022-02-02,1,52,0.52
2022-02-03,1,45,0.45
2022-02-04,1,39,0.39
2022-02-05,0,45,0.45
2022-02-06,0,57,0.57
2022-02-07,0,44,0.44
2022-02-08,0,42,0.42
2022-02-09,0,42,0.42
2022-02-10,0,42,0.42
2022-02-11,0,40,0.4
2022-02-12,1,52,0.52
2022-02-13,0,0,
2021-11-07,0,4,0.04
2021-11-08,0,5,0.05
2021-11-09,0,4,0.04
2021-11-10,0,4,0.04
2021-11-11,1,6,0.06
2021-11-12,2,6,0.06
2021-11-13,0,4,0.04
2021-11-14,0,5,0.05
